model,dataset,filenames,domain,predicted_class,true_class
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHGEgJ1Eftdo_80.000_90.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-K2G4ofiEQc_19.000_29.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJ_EETIMWcmE_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqBdimz7vP88_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2FUBvoqEQ2Y_28.000_38.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ysu-W8KNr3QU_15.000_25.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YichBF5KA2XA_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVztxce7GV_E_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YQoEIzEgLFLk_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7qGNh8_MyII_9.000_19.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3OgmNR1UCgM_25.000_35.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6SKgNOsHgwU_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YE7G6FgcJTQ0_150.000_160.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1sQZA_LsZKI_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YL-QXiyUFCds_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2rEwOxajd74_330.000_340.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1O9fPkrF76M_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlWWi9QYo08Q_120.000_130.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7uM1j_rzITM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YnGtJ4g14xUI_270.000_280.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2ho7FhwSUvI_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y8XxRxwdLpmo_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ye0Q0xkO-qcI_260.000_270.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlUY6kCEFkCY_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YI6_Jz8e0K7s_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YuyNBt1lZiUg_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YgXSXKzPEKG8_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1VVr6_KQGwc_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YeBJNfTCe1v0_220.000_230.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ybe66nEUO2kA_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YUX2_-I-XDxE_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YO3rpeKmy8dQ_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBDODOVY0TvE_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlN5GZcZCIaI_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2r-gZ8NKe9E_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YO_iiHMbjS04_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YWfyvuC9hH0A_270.000_280.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YfZLbR41uk_M_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4d8Qth3bEOE_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YaT6bc2MM0Xg_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YhiGaUiUtgqo_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHlm-P9LeAn8_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YRkahmt2nN3c_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6kdiESHOO3w_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4Xq20G2WyPU_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y8TJrXip_O0c_0.000_6.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YG3XXleJRRQA_60.000_70.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1Vi4NGoB22o_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y84IfxIrc8Dg_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YfTOJ24rshvw_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YoQEVdi-BNKc_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqrKEKQc3HOw_230.000_240.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0CkS7tU8j5g_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4T6dC6u7BSE_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHgIUKl-KRqw_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YH8Crsxy_msg_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlpMIYOwpk70_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVNi5QxZiFLM_260.000_270.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YrGTX-hyKP44_160.000_170.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YkstzPdxjnzQ_210.000_220.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YxSk5CwLoJ00_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3CkG-9B-Xrs_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4YYfiwXdecQ_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4dIIpLYOqyo_160.000_170.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVRaD3pqPhgc_100.000_110.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ynhu9-Jrd4TQ_320.000_330.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBOksCCG5lNg_220.000_230.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YMTanYXO51lA_80.000_90.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YjjhwoCvKw9w_0.000_8.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3MGscFYxom8_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YpAYDU_rg0jY_290.000_300.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YREQ4Erj9jbY_390.000_400.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6yZAMLbn1zE_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4H7TkuRNezo_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YSthu90Nmewg_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3JYZ7Ge0ETE_27.000_37.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ygyv7oH2MDVo_80.000_90.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YGXlb_f4yCQU_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YezXP-nTZBXE_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YNXBMiMarKsM_270.000_280.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHhOlDluuMGQ_250.000_260.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0wWsei2lyOg_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3GB6244ctmI_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y976uMf7bXHs_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YL2E5f5kEr10_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2zeF8myu9_A_6.000_16.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3Pm4f8RLxqs_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBw_ipXka2kA_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YbRIyUVhzSz8_220.000_230.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHkKcZslV6Tk_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHbcjeIhu8xA_380.000_390.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ywn5SijH6Yew_370.000_380.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0SIo61DEnb8_200.000_210.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YGhpCI9EjGrg_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YYPJFIc2soh4_160.000_170.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4tbUkiGEoqY_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y43_kbccG72k_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0yxEvdnimGg_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2lSwvIsRENk_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlRJlqyR3DGw_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1OpLOi5kuhA_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yaa0TRGcLbO4_120.000_130.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4ksEvXq-i7w_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yc5IiwbXgJ3w_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7a26CcKCj94_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3fQyxJQXF3g_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YFc20w0utjQw_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YFzAq9HYrf70_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJBIqqE21-jQ_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YvApJtBp_Q48_170.000_180.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YhD8an90O8R4_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJs87W68NJkw_440.000_450.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YWamaTdG0F2I_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YLdCvPBmeKRQ_150.000_160.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBARukr6ociw_160.000_170.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y_pBu1jZtRmI_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YRfXMrOzPun4_150.000_160.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-r9CUTEa8wM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YltzMYjdcBgc_80.000_90.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YyvPsqbNoOP8_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1OIm8vLHCwo_19.000_29.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4YEufqxEgqE_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yezzd5hWKAJc_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4bdhvY2R-mA_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YceYo7y1GDnY_140.000_150.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YILCgPA9lelE_410.000_420.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1c7Kg8J5srM_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YTiAiD9Zgfhw_130.000_140.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YN5c_9UL_hog_260.000_270.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YkykhUnraKkw_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yf7trcwX-oKk_150.000_160.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yn4lEdW2B0lE_300.000_310.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YAaVGMgn4RYg_390.000_400.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YCSYikpL3vJI_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YGAfwUnaYfI0_320.000_330.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3LCT_-sg2QA_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-IL_HB4hPxs_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YS3A1_y1sWzo_190.000_200.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVf0t13shLn8_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YGCtK9bOjB88_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YQvvA6YxnqPE_70.000_80.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y94lcU7y2P9Y_340.000_350.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y57fy7lccB0U_300.000_310.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y48rr7lY37tk_80.000_90.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqiJg_bNgmSQ_250.000_260.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y8YaeHfwxjQQ_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJNv4CQEgI-A_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YEPCTznmNcNw_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
